,Unnamed: 0,Z1_ActualPosition,X1_OutputCurrent,M1_sequence_number,S1_ActualPosition,Y1_OutputCurrent,S1_OutputCurrent,M1_CURRENT_FEEDRATE,X1_DCBusVoltage,X1_OutputVoltage,clamp_pressure,Y1_DCBusVoltage,Y1_OutputVoltage
8413,18219,119.0,330.0,0.0,42.0,328.0,329.0,50.0,0.0285,4.22,3.0,0.015,2.13
8414,90,29.5,325.0,21.0,-52.3,324.0,321.0,6.0,0.0786,3.63,4.0,0.155,15.1
8415,8089,119.0,327.0,0.0,-2050.0,326.0,327.0,50.0,0.0185,1.44,4.0,0.0288,3.07
8416,23303,28.7,327.0,68.0,963.0,326.0,320.0,3.0,0.0641,4.57,2.5,0.0833,9.96
8417,21258,27.5,327.0,2.0,-1480.0,326.0,322.0,3.0,0.0667,11.3,2.5,0.0195,3.01
8418,6315,28.7,325.0,60.0,1120.0,324.0,321.0,6.0,0.104,18.8,4.0,0.0663,7.28
8419,20570,29.7,326.0,18.0,-864.0,325.0,321.0,20.0,0.132,32.4,3.0,0.0607,2.88
8420,133,29.5,326.0,25.0,179.0,324.0,321.0,6.0,0.0783,14.4,4.0,0.0697,9.05
8421,13744,29.5,327.0,26.0,1290.0,326.0,324.0,3.0,0.055,3.03,3.0,0.0898,8.81
8422,4519,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0219,0.142,2.5,0.0201,2.74
8423,836,27.5,326.0,106.0,-360.0,325.0,322.0,6.0,0.0476,2.28,4.0,0.096,14.4
8424,18783,29.7,327.0,40.0,-1730.0,326.0,320.0,3.0,0.0876,10.5,3.0,0.0851,7.3
8425,3592,29.5,326.0,38.0,1540.0,325.0,323.0,6.0,0.0807,11.4,3.0,0.0803,5.72
8426,15019,28.7,327.0,69.0,-1400.0,325.0,323.0,3.0,0.0768,7.01,4.0,0.0902,10.6
8427,5406,27.7,325.0,2.0,-983.0,324.0,320.0,6.0,0.0682,8.68,4.0,0.0722,14.6
8428,6484,28.7,325.0,2.0,933.0,324.0,317.0,6.0,0.0662,0.966,4.0,0.0183,1.98
8429,1579,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8430,17019,28.7,327.0,2.0,1310.0,326.0,318.0,3.0,0.0712,10.0,3.0,0.0779,5.07
8431,21449,28.5,327.0,71.0,-967.0,326.0,323.0,3.0,0.113,10.2,2.5,0.0241,1.44
8432,21256,29.5,327.0,33.0,95.0,326.0,324.0,3.0,0.0999,11.4,2.5,0.0299,3.58
8433,8768,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0551,3.05,4.0,0.0216,1.87
8434,6770,29.7,324.0,29.0,-978.0,324.0,314.0,20.0,0.154,33.5,4.0,0.0248,1.3
8435,21196,27.5,327.0,112.0,-1540.0,326.0,320.0,3.0,0.0952,8.88,2.5,0.0193,0.855
8436,5925,27.7,325.0,128.0,37.6,324.0,316.0,6.0,0.12,14.1,4.0,0.0408,3.62
8437,1274,119.0,325.0,0.0,905.0,326.0,324.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
8438,9892,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0212,1.02,4.0,0.0181,2.62
8439,24825,39.0,327.0,54.0,-387.0,326.0,318.0,3.0,0.02,2.5,2.5,0.0239,0.705
8440,15466,27.7,327.0,105.0,1710.0,325.0,323.0,3.0,0.0891,10.5,4.0,0.142,8.88
8441,2879,29.5,326.0,22.0,769.0,325.0,320.0,6.0,0.0896,13.1,3.0,0.111,7.07
8442,6844,119.0,327.0,0.0,306.0,326.0,327.0,50.0,0.0221,1.51,4.0,0.0186,0.314
8443,23490,28.7,327.0,76.0,1650.0,326.0,323.0,3.0,0.0925,7.15,2.5,0.09,9.22
8444,7811,29.7,324.0,37.0,-1570.0,322.0,320.0,15.0,0.0511,8.8,4.0,0.155,26.1
8445,5910,27.7,325.0,126.0,-95.6,324.0,322.0,6.0,0.0426,5.28,4.0,0.151,17.5
8446,10610,28.5,327.0,2.0,-1230.0,325.0,323.0,3.0,0.0907,10.2,4.0,0.0314,2.51
8447,18769,29.7,327.0,19.0,550.0,325.0,322.0,3.0,0.0968,12.4,3.0,0.059,6.86
8448,12275,28.5,327.0,2.0,-1660.0,326.0,323.0,3.0,0.111,10.2,3.0,0.0396,2.42
8449,6698,111.0,327.0,7.0,-1220.0,325.0,328.0,50.0,0.113,31.5,4.0,0.194,49.8
8450,35,29.5,325.0,14.0,-345.0,324.0,324.0,6.0,0.098,14.2,4.0,0.0209,2.25
8451,15318,29.7,326.0,28.0,-702.0,325.0,320.0,3.0,0.103,8.09,4.0,0.0945,9.4
8452,14109,28.5,327.0,2.0,-1990.0,325.0,323.0,3.0,0.0513,4.5,3.0,0.108,10.8
8453,10588,29.5,327.0,30.0,-460.0,326.0,323.0,3.0,0.0605,10.0,4.0,0.0283,2.55
8454,20463,29.7,326.0,2.0,-660.0,325.0,321.0,20.0,0.113,33.1,3.0,0.026,3.57
8455,6232,27.7,325.0,121.0,-266.0,324.0,316.0,6.0,0.094,13.5,4.0,0.0771,3.89
8456,8550,119.0,327.0,0.0,383.0,326.0,327.0,50.0,0.0169,1.08,4.0,0.0188,1.81
8457,4804,29.5,323.0,27.0,-1310.0,322.0,318.0,20.0,0.0345,4.0,3.0,0.18,31.3
8458,22076,28.5,327.0,2.0,-1550.0,326.0,323.0,3.0,0.101,9.51,2.5,0.0688,5.4
8459,10222,27.5,327.0,105.0,1830.0,326.0,323.0,3.0,0.11,11.2,4.0,0.0624,6.52
8460,11112,27.5,327.0,101.0,1430.0,326.0,324.0,3.0,0.0922,9.33,4.0,0.0616,4.92
8461,23997,28.7,327.0,85.0,-1600.0,325.0,320.0,3.0,0.0788,4.46,2.5,0.113,9.79
8462,23393,28.7,327.0,69.0,1120.0,326.0,323.0,3.0,0.0954,8.95,2.5,0.0923,11.0
8463,857,27.5,326.0,111.0,-248.0,324.0,322.0,6.0,0.0813,11.3,4.0,0.151,13.1
8464,4499,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0178,0.876,2.5,0.0185,1.77
8465,6764,29.7,324.0,27.0,-1010.0,323.0,315.0,20.0,0.0532,2.82,4.0,0.268,14.8
8466,1941,119.0,324.0,68.0,905.0,326.0,323.0,20.0,2.78e-19,0.0,4.0,2.69e-19,0.0
8467,24207,27.7,327.0,121.0,1620.0,326.0,324.0,3.0,0.0881,10.9,2.5,0.0765,6.44
8468,5529,28.7,325.0,72.0,1750.0,324.0,319.0,6.0,0.0666,7.37,4.0,0.0762,13.3
8469,2019,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8470,11717,29.5,327.0,2.0,-1750.0,326.0,321.0,3.0,0.0672,6.06,4.0,0.0429,8.48
8471,24528,29.7,327.0,37.0,-1600.0,325.0,323.0,3.0,0.0458,4.43,2.5,0.044,9.31
8472,7047,28.7,324.0,55.0,-562.0,324.0,320.0,20.0,0.118,35.2,4.0,0.0238,0.705
8473,18213,119.0,330.0,0.0,42.0,328.0,329.0,50.0,0.0228,1.21,3.0,0.0218,1.6
8474,24214,29.7,327.0,39.0,-1440.0,326.0,323.0,3.0,0.0702,9.83,2.5,0.0808,7.04
8475,16033,27.7,327.0,2.0,-473.0,325.0,321.0,3.0,0.101,7.77,4.0,0.137,10.3
8476,12461,27.5,327.0,128.0,1870.0,326.0,322.0,3.0,0.0906,9.43,3.0,0.0406,4.24
8477,2082,119.0,325.0,0.0,905.0,327.0,324.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
8478,1403,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8479,1430,119.0,329.0,0.0,-1160.0,333.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8480,15994,29.7,327.0,48.0,1290.0,326.0,320.0,3.0,0.071,4.54,4.0,0.106,9.33
8481,5411,27.7,325.0,108.0,-956.0,324.0,319.0,6.0,0.0597,6.49,4.0,0.0837,12.3
8482,13972,55.5,329.0,0.0,-2060.0,328.0,329.0,50.0,0.0406,5.43,3.0,0.0318,2.21
8483,3628,28.5,326.0,57.0,-2030.0,324.0,317.0,6.0,0.107,12.3,3.0,0.0718,8.62
8484,17018,29.7,323.0,14.0,54.1,322.0,295.0,3.0,0.0762,8.88,3.0,0.0187,2.07
8485,1486,119.0,328.0,2.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8486,18543,28.7,327.0,75.0,1200.0,326.0,318.0,3.0,0.104,10.3,3.0,0.022,1.73
8487,18002,28.7,327.0,85.0,-1970.0,326.0,324.0,3.0,0.0769,10.3,3.0,0.123,8.33
8488,9851,27.5,327.0,105.0,2030.0,326.0,324.0,3.0,0.0891,5.93,4.0,0.0807,6.3
8489,24456,119.0,330.0,0.0,455.0,329.0,330.0,20.0,0.0243,1.44,2.5,0.0188,0.773
8490,16333,27.7,327.0,128.0,-169.0,326.0,322.0,3.0,0.0789,12.5,4.0,0.0453,5.79
8491,15933,28.7,327.0,77.0,-590.0,325.0,323.0,3.0,0.0879,7.69,4.0,0.104,6.62
8492,17408,27.7,327.0,112.0,299.0,326.0,319.0,3.0,0.0881,9.33,3.0,0.0195,2.21
8493,9055,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0626,4.28,4.0,0.0218,0.619
8494,22466,55.7,330.0,0.0,-1720.0,329.0,330.0,50.0,0.0237,4.66,2.5,0.024,0.994
8495,19297,27.7,327.0,118.0,-1620.0,325.0,322.0,6.0,0.0912,11.0,3.0,0.0591,10.3
8496,3000,28.5,326.0,87.0,-446.0,325.0,317.0,6.0,0.0801,12.0,3.0,0.112,8.74
8497,18415,55.7,330.0,0.0,2150.0,328.0,330.0,50.0,0.044,5.35,3.0,0.0288,2.79
8498,19791,55.7,330.0,0.0,-929.0,328.0,329.0,50.0,0.0431,2.43,3.0,0.0308,2.64
8499,8957,119.0,327.0,2.0,383.0,326.0,327.0,50.0,0.0179,3.8,4.0,0.0239,2.31
8500,7554,27.7,324.0,122.0,2040.0,322.0,320.0,20.0,0.11,22.9,4.0,0.11,25.7
8501,20047,27.7,326.0,116.0,-1750.0,325.0,319.0,6.0,0.106,12.3,3.0,0.116,11.7
8502,7239,29.7,323.0,45.0,811.0,323.0,315.0,20.0,0.137,33.2,4.0,0.0182,2.23
8503,8606,55.7,328.0,0.0,-978.0,326.0,327.0,50.0,0.0514,2.08,4.0,0.0225,1.28
8504,5964,119.0,327.0,0.0,-978.0,326.0,327.0,50.0,0.0205,0.318,4.0,0.0216,0.15
8505,4830,29.5,327.0,0.0,-1230.0,326.0,327.0,50.0,0.02,0.178,3.0,0.0271,3.61
8506,22487,28.5,327.0,87.0,751.0,325.0,322.0,3.0,0.0909,9.43,2.5,0.0379,3.47
8507,15258,28.7,327.0,2.0,6.95,326.0,316.0,3.0,0.066,3.87,4.0,0.0749,9.37
8508,19914,119.0,330.0,0.0,2150.0,328.0,330.0,50.0,0.025,0.71,3.0,0.0277,0.872
8509,8248,29.7,324.0,31.0,-1680.0,322.0,315.0,15.0,0.0544,2.54,4.0,0.068,8.54
8510,1943,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8511,9883,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0212,1.02,4.0,0.0181,2.62
8512,2190,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8513,11568,119.0,330.0,0.0,-1960.0,328.0,330.0,50.0,0.0328,0.805,4.0,0.0183,0.62
8514,1234,28.5,325.0,56.0,895.0,324.0,318.0,20.0,0.115,25.2,4.0,0.113,25.7
8515,2888,28.5,326.0,59.0,-1910.0,325.0,317.0,6.0,0.102,13.5,3.0,0.131,9.22
8516,17930,27.7,327.0,122.0,1210.0,326.0,324.0,3.0,0.0897,9.76,3.0,0.0766,6.56
8517,2023,119.0,324.0,0.0,905.0,326.0,323.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
8518,20573,29.7,326.0,19.0,-848.0,325.0,321.0,20.0,0.126,33.5,3.0,0.0568,2.21
8519,1514,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8520,17746,28.7,327.0,64.0,427.0,326.0,323.0,3.0,0.0846,9.42,3.0,0.0861,6.17
8521,4442,119.0,328.0,0.0,339.0,327.0,328.0,50.0,0.0227,0.527,2.5,0.0173,0.807
8522,22383,35.2,328.0,54.0,1790.0,326.0,324.0,3.0,0.0263,2.39,2.5,0.0151,0.395
8523,4105,27.5,327.0,124.0,1180.0,325.0,323.0,6.0,0.0411,2.13,3.0,0.123,13.3
8524,23432,55.7,330.0,0.0,-1720.0,328.0,330.0,50.0,0.0528,3.57,2.5,0.0279,1.38
8525,12547,29.5,327.0,22.0,858.0,325.0,322.0,3.0,0.0443,5.11,3.0,0.127,10.6
8526,11698,28.5,327.0,84.0,69.2,325.0,320.0,3.0,0.0692,4.44,4.0,0.117,11.3
8527,11091,28.5,327.0,79.0,-347.0,325.0,321.0,3.0,0.0805,7.27,4.0,0.139,10.9
8528,6744,28.7,325.0,86.0,-38.4,324.0,319.0,20.0,0.22,15.0,4.0,0.0212,2.18
8529,10140,28.5,327.0,71.0,-1090.0,325.0,323.0,3.0,0.0643,9.07,4.0,0.0246,2.35
8530,11722,29.5,327.0,18.0,-1720.0,326.0,320.0,3.0,0.0664,8.98,4.0,0.0175,2.0
8531,24776,29.7,327.0,30.0,2030.0,326.0,323.0,3.0,0.0604,10.7,2.5,0.0241,2.53
8532,20553,66.3,328.0,7.0,-927.0,326.0,329.0,50.0,0.146,32.0,3.0,0.165,49.7
8533,985,27.5,326.0,125.0,435.0,324.0,322.0,6.0,0.0447,5.95,4.0,0.141,16.1
8534,18672,27.7,327.0,103.0,-634.0,325.0,318.0,3.0,0.0727,3.08,3.0,0.135,10.8
8535,10837,55.5,330.0,0.0,136.0,328.0,330.0,50.0,0.0408,5.5,4.0,0.0253,2.23
8536,16854,119.0,330.0,0.0,42.0,328.0,329.0,50.0,0.0239,1.31,3.0,0.0217,1.54
8537,2097,29.5,326.0,0.0,548.0,325.0,319.0,50.0,0.116,32.7,4.0,0.0541,4.16
8538,523,28.5,326.0,70.0,-2030.0,324.0,318.0,6.0,0.0985,14.5,4.0,0.0197,1.54
8539,18551,43.7,326.0,90.0,-1540.0,324.0,320.0,50.0,0.0616,7.34,3.0,0.0306,1.73
8540,4632,119.0,329.0,0.0,339.0,327.0,329.0,50.0,0.019,0.952,2.5,0.0241,0.559
8541,11139,119.0,330.0,0.0,-1960.0,329.0,330.0,50.0,0.0203,0.813,4.0,0.0159,3.36
8542,8701,27.7,324.0,125.0,-1220.0,323.0,315.0,12.0,0.0566,1.47,4.0,0.0851,21.2
8543,489,28.5,326.0,66.0,2080.0,324.0,317.0,6.0,0.0687,3.2,4.0,0.0961,14.1
8544,6845,119.0,327.0,0.0,306.0,326.0,327.0,50.0,0.0197,2.96,4.0,0.0302,1.39
8545,9526,119.0,328.0,0.0,383.0,326.0,327.0,50.0,0.0198,3.4,4.0,0.0179,0.846
8546,9074,55.7,327.0,0.0,-978.0,326.0,327.0,50.0,0.0531,0.626,4.0,0.0234,0.601
8547,4840,119.0,327.0,0.0,-1510.0,326.0,327.0,6.0,0.0179,1.18,3.0,0.03,2.53
8548,17288,29.7,327.0,25.0,1120.0,325.0,317.0,3.0,0.0949,9.45,3.0,0.0758,6.06
8549,1511,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8550,4095,27.5,326.0,96.0,-221.0,325.0,321.0,6.0,0.0745,12.0,3.0,0.0152,1.93
8551,21157,28.5,327.0,2.0,-1120.0,326.0,321.0,3.0,0.0545,4.19,2.5,0.111,11.6
8552,4685,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0191,1.25,2.5,0.0287,1.8
8553,10274,29.5,327.0,2.0,-75.9,325.0,319.0,3.0,0.0732,7.32,4.0,0.0728,7.46
8554,24092,27.7,327.0,117.0,1060.0,326.0,318.0,3.0,0.0831,9.24,2.5,0.0855,5.16
8555,9161,27.7,324.0,100.0,-1870.0,323.0,321.0,12.0,0.0981,21.0,4.0,0.022,4.14
8556,3130,28.5,326.0,76.0,-1060.0,325.0,320.0,6.0,0.102,18.2,3.0,0.0555,5.7
8557,12249,29.5,327.0,38.0,-1830.0,326.0,318.0,3.0,0.0915,8.3,3.0,0.131,13.5
8558,23902,28.7,327.0,80.0,-2050.0,326.0,324.0,3.0,0.0995,9.22,2.5,0.0756,5.39
8559,13556,27.5,327.0,123.0,1420.0,325.0,322.0,3.0,0.0649,6.71,3.0,0.148,11.1
8560,13934,55.5,329.0,0.0,-2060.0,328.0,329.0,50.0,0.0435,5.9,3.0,0.0314,2.65
8561,7437,28.7,324.0,63.0,1090.0,323.0,320.0,20.0,0.125,30.4,4.0,0.082,17.4
8562,1450,119.0,325.0,2.0,905.0,327.0,324.0,50.0,2.78e-19,0.0,4.0,2.69e-19,0.0
8563,14658,119.0,330.0,0.0,-2060.0,329.0,330.0,50.0,0.0255,1.13,4.0,0.0172,2.83
8564,9316,119.0,328.0,0.0,383.0,327.0,327.0,50.0,0.0204,2.15,4.0,0.0183,1.26
8565,14852,27.7,327.0,105.0,1780.0,325.0,324.0,3.0,0.101,4.3,4.0,0.0912,6.44
8566,10999,29.5,327.0,30.0,-428.0,325.0,322.0,3.0,0.0617,9.78,4.0,0.0229,1.84
8567,24787,28.7,327.0,2.0,493.0,326.0,320.0,3.0,0.0564,6.49,2.5,0.111,11.3
8568,6368,29.7,324.0,30.0,-224.0,323.0,318.0,6.0,0.102,14.0,4.0,0.0214,1.59
8569,11185,27.5,327.0,111.0,-1880.0,326.0,323.0,3.0,0.0587,9.05,4.0,0.0245,1.63
8570,18695,28.7,327.0,55.0,-582.0,326.0,321.0,3.0,0.117,10.6,3.0,0.0202,0.896
8571,24266,29.7,327.0,35.0,-1810.0,326.0,319.0,3.0,0.0814,7.59,2.5,0.0689,4.48
8572,21863,29.5,327.0,22.0,-881.0,326.0,325.0,3.0,0.065,8.31,2.5,0.0757,6.17
8573,8512,28.7,324.0,57.0,1400.0,323.0,316.0,12.0,0.129,22.1,4.0,0.0925,10.8
8574,11443,27.5,327.0,98.0,1110.0,326.0,324.0,3.0,0.102,10.4,4.0,0.0838,7.99
8575,15529,28.7,327.0,84.0,103.0,325.0,317.0,3.0,0.0681,2.6,4.0,0.135,12.5
8576,21730,51.2,327.0,54.0,1700.0,326.0,324.0,50.0,0.0253,0.128,2.5,0.0242,2.21
8577,17674,29.7,327.0,37.0,-2020.0,325.0,321.0,3.0,0.0494,5.18,3.0,0.132,10.2
8578,8509,28.7,324.0,55.0,1380.0,323.0,320.0,12.0,0.119,22.0,4.0,0.0181,0.72
8579,18591,29.7,327.0,40.0,-1780.0,325.0,321.0,3.0,0.0651,8.13,3.0,0.091,7.83
8580,18401,28.7,327.0,79.0,1620.0,326.0,321.0,3.0,0.0481,5.53,3.0,0.0706,9.65
8581,6271,28.7,325.0,2.0,1420.0,324.0,313.0,6.0,0.105,13.7,4.0,0.101,4.79
8582,23634,27.7,327.0,128.0,-1910.0,326.0,320.0,3.0,0.101,10.9,2.5,0.0996,7.08
8583,7744,119.0,327.0,2.0,-2050.0,326.0,327.0,50.0,0.0168,0.988,4.0,0.0162,0.909
8584,15225,119.0,330.0,0.0,-2060.0,329.0,330.0,50.0,0.0226,0.881,4.0,0.0207,0.41
8585,541,28.5,326.0,72.0,-1930.0,324.0,320.0,6.0,0.0989,12.7,4.0,0.121,13.0
8586,22165,29.5,327.0,23.0,-764.0,326.0,324.0,3.0,0.112,10.2,2.5,0.0825,5.84
8587,10624,27.5,327.0,118.0,-1150.0,325.0,324.0,3.0,0.0729,7.29,4.0,0.0929,10.3
8588,22096,29.5,327.0,2.0,805.0,326.0,324.0,3.0,0.0877,11.0,2.5,0.0764,7.05
8589,3653,29.5,326.0,22.0,679.0,325.0,322.0,6.0,0.0427,5.32,3.0,0.0686,13.0
8590,14635,97.9,329.0,7.0,-2060.0,327.0,329.0,50.0,0.119,27.6,4.0,0.171,49.7
8591,18234,29.7,327.0,26.0,1260.0,325.0,319.0,3.0,0.0694,4.44,3.0,0.157,12.0
8592,19831,27.7,327.0,112.0,-1870.0,325.0,323.0,6.0,0.264,14.4,3.0,0.0178,1.38
8593,6355,27.7,325.0,112.0,-794.0,324.0,322.0,6.0,0.106,14.1,4.0,0.018,2.22
8594,24334,29.7,327.0,18.0,839.0,326.0,323.0,3.0,0.0616,7.44,2.5,0.0921,6.23
8595,4108,27.5,327.0,124.0,1190.0,325.0,323.0,6.0,0.0436,0.764,3.0,0.129,14.6
8596,23468,27.7,327.0,105.0,147.0,326.0,319.0,3.0,0.0722,8.79,2.5,0.104,4.57
8597,3857,55.5,329.0,2.0,1550.0,328.0,329.0,50.0,0.0445,3.02,3.0,0.0258,1.66
8598,17633,27.7,327.0,126.0,1610.0,326.0,324.0,3.0,0.0758,7.21,3.0,0.108,9.81
8599,17733,119.0,330.0,0.0,42.0,328.0,329.0,50.0,0.0227,1.56,3.0,0.0221,4.21
8600,14069,30.2,327.0,2.0,-1250.0,326.0,318.0,3.0,0.025,0.473,3.0,0.0201,2.45
8601,12592,28.5,327.0,59.0,-231.0,326.0,324.0,3.0,0.0889,8.27,3.0,0.114,10.7
8602,3947,119.0,329.0,0.0,339.0,328.0,329.0,6.0,0.0202,2.82,3.0,0.0245,2.49
8603,10977,29.5,327.0,16.0,-1840.0,326.0,322.0,3.0,0.0673,11.3,4.0,0.0932,8.35
8604,10125,29.5,327.0,22.0,-1200.0,325.0,321.0,3.0,0.0627,6.78,4.0,0.074,10.3
8605,4608,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0445,1.48,2.5,0.0163,1.07
8606,13209,27.5,327.0,124.0,1510.0,325.0,323.0,3.0,0.0418,6.01,3.0,0.0766,10.3
8607,16225,119.0,330.0,0.0,-2060.0,329.0,330.0,50.0,0.0347,1.5,4.0,0.0199,4.01
8608,2823,27.5,326.0,127.0,1370.0,325.0,323.0,6.0,0.103,14.2,3.0,0.0324,4.44
8609,17418,29.7,327.0,23.0,961.0,325.0,316.0,3.0,0.0942,10.0,3.0,0.101,5.37
8610,23498,31.5,327.0,54.0,-254.0,326.0,320.0,3.0,0.0244,2.59,2.5,0.0165,1.38
8611,18005,29.7,327.0,29.0,1620.0,326.0,323.0,3.0,0.0689,9.05,3.0,0.0269,1.82
8612,11148,29.5,327.0,43.0,751.0,325.0,321.0,3.0,0.0561,7.56,4.0,0.0932,12.0
8613,18745,28.7,327.0,77.0,1470.0,326.0,324.0,3.0,0.0792,10.8,3.0,0.0937,4.93
8614,25011,55.7,330.0,2.0,-1720.0,328.0,330.0,50.0,0.06,2.34,2.5,0.0295,1.67
8615,5922,27.7,325.0,128.0,21.6,324.0,316.0,6.0,0.118,14.4,4.0,0.0483,0.809
8616,17931,27.7,327.0,122.0,1210.0,326.0,324.0,3.0,0.085,8.92,3.0,0.0779,5.88
8617,21869,29.5,327.0,27.0,-470.0,326.0,324.0,3.0,0.0504,2.3,2.5,0.136,11.3
8618,4438,119.0,328.0,0.0,339.0,327.0,328.0,50.0,0.0217,2.18,2.5,0.0282,0.239
8619,21867,29.5,327.0,27.0,-481.0,326.0,324.0,3.0,0.0469,3.85,2.5,0.0983,9.66
8620,1668,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8621,18786,29.7,327.0,40.0,-1710.0,326.0,321.0,3.0,0.102,10.6,3.0,0.086,7.36
8622,23985,27.7,327.0,105.0,13.4,326.0,319.0,3.0,0.0684,7.92,2.5,0.0982,4.84
8623,10640,27.5,327.0,111.0,-1820.0,326.0,317.0,3.0,0.101,10.4,4.0,0.0221,0.665
8624,25034,29.7,327.0,46.0,-735.0,326.0,324.0,3.0,0.0835,9.86,2.5,0.038,4.15
8625,4488,119.0,329.0,0.0,-486.0,328.0,329.0,6.0,0.0203,1.52,2.5,0.0162,2.88
8626,8307,27.7,324.0,106.0,-220.0,323.0,321.0,15.0,0.116,26.8,4.0,0.0841,7.67
8627,3411,28.5,326.0,61.0,-1830.0,325.0,323.0,6.0,0.0933,15.1,3.0,0.0949,10.8
8628,2877,29.5,326.0,22.0,759.0,325.0,321.0,6.0,0.112,13.3,3.0,0.0889,9.04
8629,22501,29.5,327.0,27.0,-535.0,326.0,324.0,3.0,0.0479,2.81,2.5,0.0898,9.76
8630,610,28.5,326.0,81.0,-1570.0,324.0,315.0,6.0,0.104,14.0,4.0,0.0893,4.28
8631,16872,27.7,327.0,101.0,-863.0,326.0,323.0,3.0,0.0807,9.78,3.0,0.0645,3.97
8632,21494,28.5,328.0,73.0,-615.0,326.0,322.0,3.0,0.0437,5.68,2.5,0.131,11.8
8633,14830,29.7,326.0,34.0,-232.0,325.0,321.0,3.0,0.0744,8.59,4.0,0.0176,0.822
8634,3524,29.5,326.0,20.0,588.0,325.0,322.0,6.0,0.0912,14.1,3.0,0.0553,6.29
8635,18220,27.7,327.0,2.0,1280.0,326.0,324.0,3.0,0.0973,9.1,3.0,0.1,7.93
8636,10748,29.5,327.0,32.0,-198.0,325.0,322.0,3.0,0.0525,1.47,4.0,0.0853,9.9
8637,18030,27.7,327.0,126.0,1580.0,326.0,323.0,3.0,0.052,2.31,3.0,0.125,10.8
8638,3591,29.5,326.0,38.0,1530.0,325.0,323.0,6.0,0.0841,12.5,3.0,0.102,5.97
8639,13881,27.5,327.0,2.0,1350.0,326.0,322.0,3.0,0.0648,8.94,3.0,0.0687,8.5
8640,13577,27.5,327.0,111.0,131.0,325.0,322.0,3.0,0.0653,4.33,3.0,0.0604,6.69
8641,19765,29.7,326.0,2.0,-727.0,325.0,320.0,6.0,0.0578,5.98,3.0,0.0993,12.8
8642,15243,29.7,326.0,35.0,-77.2,325.0,322.0,3.0,0.0623,7.28,4.0,0.0632,3.25
8643,10266,30.7,327.0,96.0,933.0,326.0,324.0,3.0,0.05,1.72,4.0,0.0133,1.86
8644,1261,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8645,10772,29.5,327.0,21.0,-1420.0,326.0,318.0,3.0,0.0684,8.4,4.0,0.0258,5.98
8646,2087,119.0,328.0,0.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8647,3493,27.5,326.0,105.0,237.0,325.0,318.0,6.0,0.106,13.4,3.0,0.0994,6.01
8648,8069,29.7,324.0,2.0,-1490.0,322.0,315.0,15.0,0.0547,1.55,4.0,0.158,27.5
8649,1984,119.0,328.0,2.0,-1160.0,332.0,331.0,50.0,2.79e-19,0.0,4.0,2.68e-19,0.0
8650,14767,29.7,326.0,29.0,-627.0,325.0,320.0,3.0,0.11,10.2,4.0,0.027,2.03
8651,6016,28.7,324.0,65.0,1350.0,323.0,316.0,6.0,0.101,13.9,4.0,0.1,5.06
8652,5361,119.0,328.0,0.0,-978.0,326.0,328.0,50.0,0.0186,0.925,4.0,0.0226,2.68
8653,22141,28.5,327.0,61.0,-1910.0,326.0,318.0,3.0,0.106,10.2,2.5,0.0753,3.7
8654,13566,27.5,327.0,108.0,77.8,325.0,322.0,3.0,0.0456,2.2,3.0,0.239,9.17
8655,5324,29.7,325.0,46.0,661.0,324.0,314.0,6.0,0.0788,14.1,4.0,0.081,7.25
