,worn
10550,0
10779,0
24001,1
12140,0
15545,1
18717,1
7250,1
515,0
9478,1
23612,1
5804,1
14847,1
9188,1
24597,1
2254,0
2246,0
17234,1
2962,0
24470,1
9898,0
2152,0
2844,0
15087,1
17809,1
12443,0
9495,1
2453,0
3635,0
8917,1
11648,0
7350,1
21973,0
22023,0
2526,0
18365,1
7369,1
6454,1
4003,0
12170,0
5674,1
6715,1
9099,1
15441,1
6340,1
12459,0
6064,1
12246,0
8158,1
3994,0
3378,0
7285,1
12120,0
11521,0
5364,1
18494,1
24454,1
1365,0
13341,0
1633,0
17841,1
2124,0
2981,0
11688,0
15448,1
450,0
4532,0
16968,1
1552,0
2029,0
23318,1
14508,1
8731,1
17256,1
22024,0
8513,1
7345,1
13142,0
16169,1
8920,1
3647,0
52,0
24610,1
17434,1
15220,1
2446,0
14869,1
17798,1
5508,1
5575,1
10564,0
2166,0
5887,1
24328,1
7544,1
314,0
13149,0
15201,1
5957,1
17889,1
527,0
4464,0
22490,0
193,0
2080,0
11051,0
18613,1
23149,1
16056,1
14910,1
18436,1
13170,0
23232,1
19408,1
9359,1
23605,1
17306,1
7902,1
23525,1
2016,0
2475,0
23465,1
2870,0
4441,0
21962,0
10178,0
24630,1
19451,1
4039,0
20008,1
7439,1
9079,1
2905,0
3912,0
56,0
17687,1
5437,1
12146,0
2922,0
213,0
24217,1
10384,0
11206,0
1559,0
22503,0
4066,0
1258,0
19230,1
12648,0
2848,0
24505,1
23972,1
4122,0
17461,1
24638,1
2954,0
7733,1
5609,1
16108,1
17157,1
23390,1
19352,1
16888,1
14894,1
2864,0
18273,1
22555,0
834,0
19445,1
10194,0
13215,0
23467,1
3454,0
3629,0
3060,0
9138,1
14890,1
12544,0
17356,1
9026,1
19236,1
586,0
9579,1
8133,1
24465,1
19283,1
1594,0
11606,0
18101,1
22580,0
1993,0
18546,1
8939,1
741,0
18429,1
518,0
12671,0
16227,1
9924,0
15998,1
23274,1
7168,1
5530,1
24872,1
9411,1
859,0
11676,0
14036,0
20029,1
17440,1
9198,1
898,0
12148,0
2577,0
16984,1
5547,1
13921,0
14530,1
21865,0
17999,1
369,0
18354,1
17380,1
2213,0
4392,0
12440,0
2948,0
17845,1
23899,1
15557,1
20572,1
24530,1
15026,1
8212,1
7065,1
21826,0
5353,1
15540,1
11647,0
12614,0
182,0
8694,1
3385,0
20521,1
11577,0
6270,1
7556,1
16259,1
23157,1
18570,1
14816,1
4426,0
12231,0
19900,1
852,0
6779,1
16249,1
1257,0
23204,1
18261,1
11537,0
914,0
8330,1
17011,1
14644,1
24907,1
17043,1
15074,1
16904,1
53,0
11475,0
23562,1
602,0
968,0
23630,1
22069,0
16342,1
18493,1
1406,0
4355,0
14941,1
17893,1
4601,0
8871,1
24434,1
19356,1
13270,0
22171,0
6863,1
23406,1
4715,0
842,0
9139,1
13818,0
12245,0
5621,1
9111,1
9439,1
6295,1
10293,0
8060,1
16065,1
12161,0
23188,1
16125,1
2542,0
19892,1
21984,0
11651,0
19234,1
685,0
13932,0
183,0
24014,1
22556,0
10082,0
12608,0
10354,0
24358,1
18770,1
15325,1
9206,1
16388,1
19244,1
17245,1
6724,1
15008,1
22402,0
1609,0
20542,1
8590,1
11060,0
2832,0
11093,0
18350,1
11641,0
5574,1
23530,1
4379,0
349,0
765,0
21477,0
20544,1
24265,1
15596,1
24125,1
9195,1
20547,1
3673,0
12494,0
13420,0
549,0
21756,0
14563,1
17402,1
18481,1
896,0
11433,0
18121,1
14716,1
17149,1
22156,0
7632,1
217,0
3624,0
19774,1
13913,0
14696,1
10331,0
1018,0
7164,1
22633,0
21906,0
22408,0
20559,1
5814,1
22679,0
22486,0
9578,1
9219,1
8206,1
11073,0
16923,1
12511,0
21174,0
2856,0
19449,1
2973,0
24925,1
18318,1
10861,0
4650,0
3436,0
12182,0
22618,0
16156,1
3125,0
7766,1
9870,0
15471,1
24674,1
20549,1
15510,1
23534,1
23355,1
4032,0
3932,0
103,0
24475,1
8372,1
5816,1
6602,1
3508,0
23961,1
2940,0
2650,0
6204,1
8966,1
9134,1
9388,1
8865,1
21253,0
15098,1
8067,1
11724,0
15237,1
24904,1
23957,1
7297,1
12572,0
13278,0
8289,1
8002,1
15400,1
25055,1
11531,0
9895,0
13767,0
24183,1
10075,0
21426,0
12529,0
15420,1
2893,0
18340,1
13926,0
253,0
6490,1
3382,0
16393,1
19575,1
10741,0
18125,1
23984,1
9200,1
24250,1
3497,0
15284,1
5507,1
7640,1
21286,0
1319,0
3661,0
13244,0
13168,0
11215,0
756,0
14825,1
2112,0
9164,1
24168,1
13361,0
19222,1
9345,1
21212,0
8986,1
5834,1
15915,1
24683,1
8586,1
9386,1
6252,1
5541,1
16087,1
23155,1
10076,0
3632,0
11582,0
2116,0
5926,1
17875,1
22610,0
21782,0
4439,0
23607,1
1277,0
4390,0
1939,0
5671,1
20009,1
16049,1
2591,0
24436,1
22477,0
17477,1
21113,0
18271,1
557,0
23918,1
14490,1
1515,0
9243,1
123,0
10901,0
22152,0
9353,1
19512,1
4411,0
7636,1
13723,0
2935,0
3992,0
18774,1
6318,1
17391,1
570,0
15302,1
4710,0
18644,1
204,0
2953,0
12202,0
4673,0
918,0
24152,1
2658,0
14636,1
18584,1
6607,1
9163,1
22008,0
2262,0
18069,1
4063,0
11038,0
19427,1
3193,0
231,0
6629,1
11118,0
11432,0
8868,1
1463,0
6840,1
17649,1
2478,0
18421,1
10786,0
19932,1
1445,0
17962,1
11748,0
8305,1
17983,1
7049,1
13889,0
16927,1
21165,0
4043,0
11626,0
8974,1
7245,1
19307,1
3941,0
2481,0
22199,0
6456,1
10692,0
11518,0
650,0
10894,0
21970,0
13778,0
16351,1
394,0
18673,1
1489,0
14742,1
1472,0
4131,0
14724,1
3570,0
11656,0
15158,1
6784,1
2006,0
9537,1
24709,1
13461,0
5939,1
15516,1
7289,1
517,0
1423,0
15460,1
10851,0
17878,1
22013,0
2965,0
22146,0
17121,1
17358,1
22082,0
23499,1
2628,0
15085,1
4030,0
17410,1
15263,1
16301,1
11009,0
9107,1
4666,0
22399,0
9393,1
18229,1
1294,0
23205,1
19811,1
24573,1
24340,1
6274,1
8626,1
5898,1
9103,1
2663,0
20458,1
17460,1
4678,0
20048,1
18731,1
4837,0
6326,1
11006,0
24732,1
13432,0
24445,1
24842,1
8102,1
22079,0
14022,0
10024,0
11660,0
13861,0
24660,1
5457,1
16950,1
14120,0
21121,0
16946,1
9989,0
16792,1
11454,0
7274,1
23142,1
24529,1
23958,1
9212,1
16228,1
18047,1
23453,1
1567,0
10210,0
19160,1
13875,0
13988,0
6351,1
23959,1
6791,1
12429,0
7386,1
5901,1
8077,1
5497,1
10545,0
14115,0
3463,0
7071,1
15061,1
7465,1
23279,1
8083,1
19749,1
17422,1
989,0
16011,1
3615,0
17197,1
22208,0
19933,1
15195,1
22525,0
8611,1
23382,1
6417,1
13749,0
24241,1
2903,0
19258,1
15520,1
3358,0
1283,0
9030,1
6831,1
750,0
15963,1
11416,0
17490,1
2187,0
18066,1
18361,1
12680,0
5568,1
2428,0
24044,1
18412,1
25075,1
2664,0
2233,0
13318,0
21705,0
13469,0
936,0
16956,1
17958,1
13362,0
3934,0
6807,1
15560,1
6258,1
23234,1
13258,0
2675,0
6829,1
8091,1
23379,1
24189,1
4726,0
85,0
17439,1
24752,1
25003,1
13311,0
23353,1
12179,0
5375,1
12233,0
12503,0
5347,1
16969,1
24609,1
11458,0
6023,1
14689,1
13978,0
20566,1
18763,1
3482,0
3072,0
16185,1
12561,0
7161,1
582,0
8639,1
23398,1
3610,0
3365,0
18293,1
2267,0
17709,1
14824,1
2564,0
15025,1
8051,1
9560,1
6736,1
5663,1
13707,0
19432,1
15911,1
19540,1
22204,0
24786,1
14717,1
1378,0
3145,0
12663,0
22538,0
18603,1
11103,0
15546,1
9231,1
19830,1
15525,1
14673,1
2969,0
7603,1
20016,1
6356,1
9254,1
2909,0
743,0
5354,1
18003,1
10891,0
23354,1
9948,0
19267,1
19996,1
717,0
6839,1
21366,0
19145,1
9178,1
11472,0
23307,1
10103,0
17372,1
21368,0
7874,1
15301,1
12382,0
17101,1
839,0
13345,0
18560,1
4029,0
2228,0
452,0
545,0
21298,0
5432,1
7255,1
11739,0
10281,0
22522,0
2809,0
1994,0
9569,1
13288,0
18595,1
10572,0
19947,1
11111,0
24205,1
12270,0
13665,0
22109,0
6006,1
18657,1
12591,0
24022,1
24519,1
18240,1
5872,1
10855,0
1409,0
3099,0
2017,0
3670,0
24830,1
22423,0
13923,0
17202,1
24539,1
15946,1
10357,0
21387,0
4831,0
5612,1
22177,0
19190,1
21247,0
20543,1
15433,1
10950,0
13886,0
19393,1
6257,1
24479,1
15483,1
524,0
9443,1
16954,1
16899,1
15395,1
1352,0
6242,1
11473,0
9499,1
19768,1
15917,1
8899,1
23952,1
15267,1
13569,0
5519,1
15571,1
6084,1
7758,1
17658,1
3513,0
12469,0
4549,0
22444,0
24639,1
23623,1
24612,1
21124,0
14662,1
6416,1
9180,1
240,0
19378,1
24257,1
7590,1
18730,1
6429,1
5665,1
16841,1
15162,1
14086,0
7736,1
9933,0
6631,1
14132,0
18376,1
12374,0
22002,0
528,0
8231,1
3880,0
17047,1
22529,0
12454,0
18414,1
8216,1
17407,1
17911,1
19722,1
24253,1
7259,1
14007,0
2438,0
37,0
4554,0
13324,0
11210,0
16211,1
10094,0
15324,1
13297,0
6060,1
8294,1
15537,1
21352,0
7145,1
13484,0
20038,1
20489,1
2938,0
7162,1
4057,0
3489,0
24145,1
9082,1
22721,0
24692,1
21915,0
13549,0
14707,1
18664,1
17879,1
5983,1
8034,1
22676,0
8884,1
18346,1
18709,1
13426,0
25019,1
10666,0
12568,0
19893,1
7635,1
13217,0
10317,0
6137,1
10223,0
11435,0
23603,1
22510,0
9348,1
11008,0
1009,0
21853,0
9840,0
21855,0
14650,1
21864,0
16280,1
8037,1
15431,1
3179,0
16224,1
2883,0
5335,1
2613,0
3916,0
7410,1
21831,0
6667,1
10565,0
19829,1
3675,0
3492,0
19543,1
17772,1
4479,0
1376,0
9257,1
5478,1
11592,0
3593,0
20538,1
23478,1
18089,1
14688,1
4654,0
24775,1
4662,0
192,0
17061,1
8644,1
553,0
9183,1
17071,1
21933,0
5323,1
18393,1
127,0
4581,0
19386,1
2916,0
16349,1
11451,0
3414,0
23240,1
12480,0
7770,1
10842,0
16390,1
24481,1
24644,1
9914,0
7395,1
7361,1
16845,1
20510,1
21372,0
1357,0
17348,1
12474,0
11077,0
16002,1
19303,1
10918,0
21522,0
3519,0
2180,0
5595,1
15904,1
21179,0
14607,1
14991,1
15988,1
8329,1
10117,0
11559,0
16383,1
15031,1
115,0
8113,1
11117,0
24016,1
12678,0
2196,0
12133,0
3092,0
21994,0
14744,1
1607,0
8560,1
6827,1
9885,0
12513,0
9123,1
13492,0
3355,0
3688,0
17270,1
12174,0
22179,0
3980,0
16208,1
15038,1
5958,1
19998,1
10027,0
9395,1
21439,0
8134,1
16824,1
12580,0
11155,0
3832,0
18634,1
24316,1
24091,1
6086,1
3914,0
19472,1
5559,1
8399,1
6145,1
5512,1
14732,1
13975,0
2268,0
24441,1
2685,0
11444,0
7320,1
7805,1
22637,0
8359,1
1287,0
21963,0
14549,1
21202,0
19732,1
14980,1
15090,1
24206,1
2046,0
9848,0
2811,0
5551,1
15209,1
3521,0
17238,1
19557,1
14580,1
13301,0
15057,1
19784,1
18108,1
24874,1
8552,1
22473,0
3590,0
23495,1
12617,0
24323,1
16328,1
7781,1
16174,1
9242,1
11203,0
13855,0
18720,1
24938,1
6405,1
2676,0
12257,0
5429,1
1555,0
5859,1
9843,0
9318,1
10146,0
9045,1
12691,0
15092,1
23409,1
16914,1
24447,1
3873,0
17264,1
19202,1
18041,1
8171,1
14112,0
24190,1
15379,1
15582,1
10191,0
513,0
6408,1
10978,0
13865,0
6103,1
8886,1
14037,0
229,0
24459,1
17227,1
11549,0
19500,1
22038,0
9248,1
12118,0
18278,1
19403,1
1040,0
15051,1
6205,1
23189,1
24072,1
10760,0
318,0
12423,0
7893,1
16086,1
7242,1
15329,1
5895,1
8996,1
15585,1
24606,1
16377,1
19164,1
12575,0
5372,1
2614,0
345,0
370,0
17241,1
16025,1
17176,1
1276,0
12612,0
15178,1
24516,1
20498,1
19491,1
22029,0
22097,0
22110,0
17741,1
12259,0
6061,1
23964,1
8205,1
2822,0
14871,1
15942,1
11174,0
24588,1
16947,1
9503,1
18389,1
10630,0
8275,1
10767,0
19256,1
15293,1
5352,1
6596,1
3116,0
6012,1
14088,0
11488,0
17672,1
13186,0
23891,1
4620,0
956,0
6098,1
7044,1
19841,1
18390,1
8147,1
17034,1
22136,0
17068,1
21435,0
19242,1
2986,0
321,0
14971,1
11126,0
1286,0
24900,1
4609,0
17013,1
21842,0
19849,1
23250,1
180,0
238,0
3443,0
4833,0
8310,1
12113,0
17914,1
21393,0
22094,0
14914,1
3527,0
13332,0
16392,1
14776,1
21929,0
17880,1
13467,0
6870,1
18212,1
4587,0
23269,1
20482,1
24577,1
16948,1
9187,1
258,0
4115,0
5558,1
10163,0
2219,0
8604,1
8946,1
17997,1
1309,0
13944,0
222,0
17753,1
9014,1
10559,0
22160,0
7905,1
24187,1
6264,1
23979,1
11098,0
20456,1
20415,1
14010,0
16013,1
21189,0
23915,1
22070,0
14987,1
8755,1
24339,1
17468,1
2230,0
11036,0
17717,1
21849,0
8573,1
9350,1
17109,1
5525,1
8203,1
2677,0
6718,1
3512,0
12524,0
8557,1
21987,0
8043,1
22009,0
4425,0
12540,0
10947,0
17346,1
4630,0
8896,1
6721,1
3846,0
5511,1
2560,0
7990,1
65,0
24620,1
3361,0
14596,1
13567,0
4734,0
21749,0
1972,0
1454,0
10301,0
3073,0
1484,0
17009,1
4101,0
11710,0
13348,0
13264,0
22050,0
19276,1
22570,0
2454,0
16276,1
15260,1
4612,0
7741,1
15080,1
18403,1
10591,0
882,0
22578,0
8085,1
10070,0
3151,0
2598,0
13827,0
23329,1
3031,0
24010,1
25071,1
632,0
5550,1
6720,1
3143,0
17026,1
20019,1
9502,1
17908,1
6398,1
15188,1
12307,0
18384,1
14625,1
11631,0
17909,1
16130,1
18492,1
4360,0
807,0
10045,0
22516,0
18662,1
8624,1
1468,0
14970,1
18663,1
16099,1
4582,0
7602,1
23181,1
4353,0
24742,1
746,0
9370,1
3522,0
17312,1
13256,0
10240,0
2127,0
7832,1
2159,0
4025,0
21347,0
15358,1
2529,0
7578,1
21327,0
693,0
10830,0
22077,0
367,0
16018,1
9150,1
15929,1
23245,1
22507,0
23980,1
5330,1
11711,0
8976,1
18514,1
23211,1
8726,1
14801,1
12462,0
12390,0
7853,1
3530,0
18315,1
16936,1
12200,0
17835,1
24743,1
7232,1
9029,1
24596,1
7878,1
17755,1
12451,0
13696,0
22385,0
10784,0
14521,1
13144,0
14927,1
5477,1
6445,1
24515,1
14083,0
17842,1
3047,0
3337,0
8079,1
766,0
18658,1
24578,1
11766,0
10230,0
6412,1
14880,1
10237,0
13983,0
11737,0
13265,0
13363,0
5331,1
19325,1
17986,1
3077,0
8505,1
18519,1
13344,0
13454,0
9112,1
21443,0
14976,1
23144,1
21905,0
21354,0
14763,1
6129,1
10288,0
17693,1
5336,1
6493,1
13894,0
6358,1
18407,1
6743,1
19379,1
14699,1
14828,1
271,0
19946,1
754,0
10099,0
11507,0
6465,1
8374,1
19817,1
14684,1
5947,1
23920,1
14638,1
14952,1
18096,1
4504,0
18424,1
4406,0
955,0
6209,1
11617,0
23175,1
2477,0
774,0
24270,1
469,0
948,0
14924,1
1545,0
14691,1
967,0
8104,1
862,0
6676,1
6810,1
12235,0
21543,0
18627,1
14066,0
15193,1
15060,1
10580,0
9039,1
2171,0
24015,1
787,0
9121,1
4634,0
21379,0
15364,1
751,0
9221,1
14514,1
12562,0
20430,1
20568,1
7426,1
9349,1
14883,1
10080,0
6653,1
17383,1
14994,1
16882,1
14098,0
18629,1
9175,1
11127,0
17303,1
23434,1
11485,0
13338,0
876,0
7895,1
18516,1
13727,0
14962,1
3887,0
6371,1
144,0
9428,1
23966,1
6014,1
6478,1
25052,1
4606,0
14965,1
15944,1
16299,1
10989,0
24332,1
18034,1
7141,1
4468,0
5526,1
20042,1
4359,0
2987,0
21331,0
830,0
109,0
14632,1
3837,0
8167,1
4541,0
6109,1
15568,1
7262,1
15214,1
15024,1
4503,0
7349,1
13754,0
16146,1
24979,1
9996,0
10092,0
18512,1
11198,0
13787,0
7362,1
473,0
4821,0
14551,1
376,0
16024,1
22143,0
2505,0
7150,1
15370,1
8054,1
23263,1
9181,1
593,0
22649,0
1015,0
24345,1
13521,0
14989,1
18132,1
24794,1
22134,0
11453,0
1932,0
2141,0
1628,0
23974,1
14552,1
6860,1
14685,1
18146,1
12378,0
18012,1
23507,1
1398,0
14572,1
7144,1
1010,0
15207,1
20516,1
13443,0
6049,1
5399,1
18740,1
14892,1
6102,1
21816,0
7413,1
13743,0
18593,1
6722,1
15343,1
10040,0
5929,1
23262,1
3425,0
19370,1
2113,0
11740,0
10227,0
24619,1
11194,0
6625,1
3595,0
7785,1
3442,0
2193,0
10123,0
23282,1
3090,0
560,0
20586,1
15991,1
16308,1
22047,0
1231,0
10708,0
14903,1
10275,0
19859,1
17864,1
15002,1
8656,1
3419,0
24749,1
21380,0
5326,1
5624,1
7612,1
3596,0
13526,0
22158,0
14759,1
6390,1
13741,0
18306,1
11590,0
744,0
8218,1
21862,0
7307,1
5858,1
14772,1
12669,0
22551,0
11736,0
24747,1
24191,1
15347,1
15595,1
6375,1
19930,1
4434,0
7806,1
11014,0
5678,1
23625,1
11653,0
457,0
7847,1
4657,0
8769,1
17465,1
2422,0
2140,0
1434,0
11434,0
11123,0
6143,1
9489,1
10265,0
13899,0
10263,0
16966,1
8394,1
11729,0
19967,1
17882,1
21215,0
454,0
16958,1
24570,1
10843,0
22575,0
6449,1
4450,0
11495,0
333,0
3869,0
13967,0
8308,1
16826,1
17776,1
13431,0
6031,1
11600,0
19194,1
3084,0
8159,1
7414,1
1470,0
10547,0
22397,0
17869,1
6146,1
7894,1
13506,0
786,0
21508,0
17964,1
19172,1
13544,0
24550,1
22471,0
13145,0
22019,0
12606,0
24923,1
10362,0
9951,0
4533,0
5583,1
15281,1
17260,1
12610,0
9528,1
3140,0
8233,1
15095,1
23376,1
14104,0
12264,0
18215,1
17496,1
13513,0
23912,1
5836,1
13309,0
23978,1
18802,1
1265,0
21274,0
603,0
14740,1
16834,1
15422,1
10233,0
17393,1
9170,1
19241,1
12143,0
11449,0
8287,1
8621,1
350,0
6237,1
15436,1
13365,0
15411,1
10710,0
8321,1
7434,1
14543,1
3836,0
1447,0
9083,1
10685,0
16268,1
24137,1
8538,1
22201,0
9916,0
24687,1
5626,1
19319,1
12234,0
10259,0
3603,0
22686,0
7200,1
15223,1
8041,1
9536,1
13269,0
11104,0
13774,0
337,0
6383,1
13477,0
22172,0
1563,0
16374,1
300,0
12361,0
20404,1
19152,1
15492,1
19488,1
17820,1
2673,0
17952,1
1402,0
16137,1
19238,1
14502,1
4555,0
21937,0
22033,0
18785,1
21261,0
23428,1
18115,1
19211,1
11043,0
5660,1
23940,1
9865,0
24146,1
2979,0
8352,1
17662,1
846,0
10914,0
11687,0
15947,1
19206,1
19521,1
12165,0
21496,0
15388,1
18342,1
2227,0
12558,0
16219,1
21432,0
3968,0
9330,1
16871,1
2013,0
13857,0
19563,1
14954,1
11076,0
17243,1
2497,0
10375,0
23532,1
3917,0
3062,0
459,0
11461,0
17151,1
797,0
14739,1
13189,0
6282,1
22041,0
13508,0
293,0
14988,1
6865,1
23306,1
16048,1
18728,1
2035,0
16187,1
55,0
745,0
4651,0
21908,0
23387,1
3370,0
3013,0
19885,1
11625,0
12442,0
10718,0
23460,1
3132,0
14898,1
9251,1
9374,1
13474,0
7743,1
23563,1
18588,1
24222,1
14669,1
22382,0
19359,1
10934,0
11182,0
1978,0
2199,0
15598,1
23916,1
22722,0
814,0
4574,0
13307,0
14082,0
24309,1
19922,1
9046,1
20010,1
644,0
13824,0
23254,1
21840,0
3030,0
21104,0
12627,0
22701,0
24575,1
10053,0
2183,0
13995,0
14504,1
22456,0
8784,1
9890,0
10850,0
17761,1
21518,0
21324,0
22027,0
23930,1
10583,0
13328,0
578,0
24090,1
2070,0
24018,1
8796,1
13700,0
12129,0
19435,1
15377,1
8562,1
9002,1
3498,0
8332,1
6088,1
8412,1
22007,0
8553,1
6293,1
17282,1
6871,1
6842,1
16345,1
22540,0
14609,1
19174,1
23471,1
6052,1
8722,1
10332,0
21533,0
13555,0
249,0
17744,1
17713,1
16356,1
8517,1
262,0
14818,1
2910,0
17168,1
13347,0
4568,0
11474,0
22133,0
21453,0
22661,0
8022,1
18447,1
7982,1
10031,0
14901,1
8709,1
5368,1
801,0
19988,1
19877,1
21926,0
21444,0
4631,0
16942,1
14099,0
6399,1
12105,0
3993,0
6331,1
6341,1
16122,1
22725,0
6319,1
10219,0
15332,1
10777,0
20011,1
23968,1
2816,0
9874,0
479,0
23298,1
22016,0
13305,0
32,0
23590,1
7319,1
6674,1
7891,1
24065,1
16258,1
4701,0
23621,1
4618,0
7757,1
15507,1
5329,1
14029,0
10038,0
9256,1
2123,0
3010,0
24077,1
2989,0
16010,1
960,0
2652,0
22150,0
3172,0
3395,0
18440,1
7180,1
22391,0
9390,1
1964,0
11476,0
11066,0
444,0
15501,1
14943,1
1500,0
13559,0
6782,1
15234,1
11620,0
2036,0
2179,0
5344,1
12399,0
15161,1
21283,0
3445,0
22043,0
20471,1
22576,0
6011,1
13986,0
10098,0
9069,1
21900,0
18784,1
725,0
11460,0
17406,1
6020,1
6025,1
3827,0
16038,1
11584,0
19880,1
226,0
12416,0
8127,1
8893,1
18420,1
19448,1
2165,0
14782,1
14649,1
2120,0
9943,0
1268,0
2472,0
4809,0
3928,0
3974,0
7291,1
588,0
2858,0
4826,0
13261,0
24140,1
17081,1
17322,1
14785,1
12308,0
6097,1
9471,1
12532,0
8148,1
19731,1
4580,0
9837,0
21850,0
448,0
10133,0
19560,1
19366,1
21724,0
8602,1
16343,1
2186,0
927,0
12573,0
8341,1
10853,0
14865,1
24962,1
24784,1
11431,0
21800,0
19457,1
1244,0
2978,0
5546,1
5459,1
13466,0
19927,1
8096,1
16247,1
19367,1
2065,0
7796,1
272,0
6241,1
17370,1
19772,1
9344,1
1250,0
12309,0
7363,1
8736,1
9238,1
17710,1
19777,1
17984,1
995,0
20439,1
2665,0
4707,0
24025,1
18452,1
17064,1
21464,0
19562,1
7641,1
9418,1
25049,1
11746,0
17192,1
21796,0
1415,0
9947,0
12406,0
13527,0
6755,1
8708,1
11588,0
3488,0
8149,1
21100,0
11436,0
8947,1
22039,0
17028,1
24017,1
3870,0
17898,1
20424,1
873,0
18696,1
404,0
10637,0
9889,0
14001,0
15478,1
10643,0
589,0
19890,1
22474,0
12207,0
8915,1
12677,0
477,0
15975,1
22636,0
8934,1
19546,1
5970,1
392,0
6486,1
22723,0
10606,0
18026,1
24853,1
6139,1
42,0
493,0
1565,0
15028,1
148,0
12292,0
7149,1
13809,0
12439,0
910,0
10390,0
6414,1
776,0
2617,0
13381,0
25066,1
22536,0
2639,0
508,0
7338,1
23522,1
3683,0
17940,1
4708,0
17838,1
18001,1
19971,1
14802,1
10095,0
16364,1
24919,1
22148,0
24069,1
20481,1
18790,1
3111,0
8657,1
19951,1
11557,0
20472,1
8156,1
19576,1
22717,0
5625,1
10158,0
6388,1
9917,0
8954,1
14784,1
18383,1
391,0
6121,1
17853,1
17404,1
24723,1
929,0
23988,1
21306,0
10172,0
4520,0
24965,1
7398,1
17150,1
21420,0
18542,1
12625,0
15454,1
24498,1
10907,0
18235,1
21203,0
24998,1
22644,0
20602,1
24105,1
1956,0
19252,1
22078,0
738,0
17476,1
12551,0
7890,1
7572,1
7077,1
24371,1
639,0
3069,0
3954,0
15280,1
22443,0
19191,1
21880,0
5823,1
24354,1
21940,0
61,0
4819,0
19510,1
346,0
10650,0
12319,0
8638,1
17430,1
13528,0
2502,0
18782,1
10166,0
5536,1
21837,0
13178,0
2955,0
24378,1
9060,1
10555,0
23906,1
7048,1
15544,1
8566,1
5596,1
6105,1
24655,1
14701,1
25065,1
2603,0
574,0
14755,1
849,0
24921,1
15314,1
5886,1
24756,1
14779,1
12651,0
613,0
6668,1
19819,1
2002,0
17412,1
20594,1
2447,0
10345,0
17829,1
145,0
7154,1
21891,0
722,0
18199,1
336,0
3575,0
18130,1
6068,1
19176,1
21297,0
5504,1
13747,0
10257,0
15177,1
1645,0
21811,0
2466,0
9381,1
24663,1
9456,1
16963,1
21817,0
24813,1
22690,0
48,0
9497,1
4017,0
21371,0
9024,1
12665,0
22731,0
21505,0
21137,0
4120,0
1666,0
24219,1
526,0
19532,1
9196,1
5506,1
4463,0
20531,1
23364,1
24782,1
21360,0
15176,1
1393,0
3572,0
1338,0
4793,0
3650,0
21845,0
10714,0
7577,1
19388,1
13219,0
19983,1
19898,1
16079,1
5458,1
21102,0
13438,0
15992,1
17002,1
18748,1
2696,0
3969,0
9012,1
8968,1
7155,1
2170,0
20001,1
14876,1
8940,1
5450,1
24353,1
15603,1
8522,1
2892,0
23981,1
18065,1
10671,0
6716,1
23633,1
2223,0
24089,1
19422,1
16801,1
15168,1
1587,0
16839,1
912,0
8408,1
15094,1
13533,0
17250,1
13551,0
22468,0
10143,0
8155,1
15350,1
17175,1
12618,0
17052,1
12152,0
9072,1
24990,1
21990,0
12150,0
845,0
21145,0
13475,0
22395,0
5888,1
15320,1
3907,0
21911,0
313,0
21287,0
5438,1
11023,0
25056,1
23990,1
17220,1
18637,1
24045,1
2587,0
12282,0
25064,1
14660,1
8012,1
2818,0
15376,1
13327,0
11050,0
2592,0
24294,1
2657,0
11526,0
20045,1
1557,0
12157,0
18122,1
10656,0
16995,1
5393,1
3577,0
17040,1
3597,0
23357,1
6428,1
7371,1
10987,0
16292,1
4724,0
24930,1
5522,1
8049,1
17246,1
9464,1
16877,1
19447,1
24268,1
24030,1
8634,1
21112,0
18064,1
8015,1
4413,0
8988,1
18305,1
2951,0
7917,1
10922,0
8872,1
5509,1
15970,1
17726,1
23411,1
9429,1
23626,1
22400,0
460,0
1462,0
7268,1
8944,1
12304,0
8880,1
16836,1
14009,0
5892,1
4795,0
1444,0
24765,1
979,0
12169,0
2543,0
905,0
21944,0
14525,1
24382,1
7325,1
13490,0
16063,1
15597,1
18363,1
21931,0
19754,1
23399,1
6113,1
2960,0
25021,1
24626,1
1269,0
280,0
5452,1
2540,0
16840,1
411,0
6112,1
3958,0
18008,1
2487,0
22093,0
9457,1
6072,1
23374,1
21169,0
19205,1
21955,0
998,0
6292,1
24835,1
11054,0
9004,1
14757,1
17119,1
7559,1
9562,1
18630,1
3459,0
21107,0
22164,0
9873,0
3191,0
14769,1
19309,1
17655,1
8071,1
13846,0
13716,0
22092,0
19331,1
18626,1
6002,1
5667,1
13845,0
12284,0
230,0
17831,1
13562,0
24349,1
17802,1
6335,1
10042,0
18219,1
90,0
8089,1
23303,1
21258,0
6315,1
20570,1
133,0
13744,0
4519,0
836,0
18783,1
3592,0
15019,1
5406,1
6484,1
1579,0
17019,1
21449,0
21256,0
8768,1
6770,1
21196,0
5925,1
1274,0
9892,0
24825,1
15466,1
2879,0
6844,1
23490,1
7811,1
5910,1
10610,0
18769,1
12275,0
6698,1
35,0
15318,1
14109,0
10588,0
20463,1
6232,1
8550,1
4804,0
22076,0
10222,0
11112,0
23997,1
23393,1
857,0
4499,0
6764,1
1941,0
24207,1
5529,1
2019,0
11717,0
24528,1
7047,1
18213,1
24214,1
16033,1
12461,0
2082,0
1403,0
1430,0
15994,1
5411,1
13972,0
3628,0
